"i","x","y"
5215,0.078125,0.3984375
5216,0.0859375,0.3984375
5238,0.0859375,0.40625
5227,0.09375,0.3984375
5249,0.09375,0.40625
5228,0.1015625,0.3984375
5250,0.1015625,0.40625
5253,0.109375,0.40625
5254,0.1171875,0.40625
5312,0.125,0.3984375
5334,0.125,0.40625
5255,0.109375,0.4140625
5256,0.1171875,0.4140625
5315,0.1484375,0.390625
5320,0.15625,0.3828125
5326,0.15625,0.390625
5313,0.1328125,0.3984375
5335,0.1328125,0.40625
5316,0.140625,0.3984375
5338,0.140625,0.40625
5317,0.1484375,0.3984375
5321,0.1640625,0.3828125
